work_id,mp_id,state,district,financial_year,nature_of_work,description,implementing_agency,vendor_id,sanctioned_amount,expenditure_incurred,amount_released,progress_pct,status,recommend_date,sanction_date,execution_start_date,first_payment_date,completion_date,completion_photo_id,has_completion_evidence
W00368,MP009,Maharashtra,Pune,2023-24,Drinking water - borewell,"Drinking water - borewell at ward 25, Pune",IA003,V051,249000,257000,254000,100,completed,2023-09-21,2023-12-16,2024-01-08,2024-02-07,2024-04-04,IMG_W00368,True
W00369,MP005,Maharashtra,Pune,2023-24,Community hall,"Community hall at ward 30, Pune",IA011,V029,3380000,3461000,3212000,100,completed,2024-10-24,2025-01-19,2025-02-18,2025-08-17,2025-11-09,IMG_W00369,True
W00370,MP018,Karnataka,Hubli,2024-25,Community hall,"Community hall at ward 38, Hubli",IA001,V011,2074000,1875000,1819000,100,completed,2024-09-10,2024-11-28,2025-01-07,2025-05-09,2025-07-29,IMG_SHARED_1888,True
W00371,MP024,Tamil Nadu,Madurai,2024-25,e-Library,"e-Library at ward 1, Madurai",IA027,V038,1829000,1724000,1684000,100,completed,2023-08-04,2023-09-30,2023-10-29,2024-03-03,2024-03-30,IMG_W00371,True
W00372,MP009,Maharashtra,Nagpur,2023-24,School classroom block,"School classroom block at ward 3, Nagpur",IA009,V031,1579000,1294000,986000,81,in_progress,2023-09-17,2023-11-26,2023-12-11,2024-05-11,,,False
W00373,MP013,Karnataka,Belagavi,2023-24,e-Library,"e-Library at ward 24, Belagavi",IA004,V021,632000,564000,532000,100,completed,2024-09-05,2024-10-07,2024-11-04,2025-02-19,2025-03-02,IMG_W00373,True
W00374,MP018,Tamil Nadu,Coimbatore,2023-24,Culvert / drainage,"Culvert / drainage at ward 6, Coimbatore",IA017,V056,421000,195000,144000,46,in_progress,2023-08-07,2023-10-14,2023-11-27,2024-06-09,,,False
W00375,MP008,Karnataka,Mysuru,2023-24,CC road / paver block,"CC road / paver block at ward 29, Mysuru",IA006,V030,1952000,2013000,1988000,100,completed,2025-12-15,2026-02-28,2026-04-13,2026-09-19,2026-12-30,IMG_W00375,True
W00376,MP023,Karnataka,Bengaluru,2023-24,Drinking water - borewell,"Drinking water - borewell at ward 33, Bengaluru",IA027,V041,561000,588000,581000,100,completed,2025-11-08,2025-12-28,2026-01-19,2026-06-21,2026-10-31,IMG_W00376,True
W00377,MP013,Karnataka,Hubli,2024-25,School classroom block,"School classroom block at ward 5, Hubli",IA016,V022,2887000,2658000,2451000,100,completed,2025-11-24,2026-02-06,2026-03-21,2026-05-07,2026-10-21,IMG_W00377,True
W00378,MP009,Maharashtra,Pune,2023-24,e-Library,"e-Library at ward 34, Pune",IA014,V058,530000,454000,450000,100,completed,2025-09-28,2025-11-12,2025-12-07,2026-04-22,2026-05-20,IMG_W00378,True
W00379,MP007,Karnataka,Hubli,2025-26,Drinking water - borewell,"Drinking water - borewell at ward 14, Hubli",IA025,V047,610000,605000,603000,100,completed,2025-06-09,2025-08-22,2025-10-02,2025-11-04,2026-07-02,IMG_W00379,True
W00380,MP010,Tamil Nadu,Chennai,2024-25,Public toilet block,"Public toilet block at ward 2, Chennai",IA009,V057,755000,698000,635000,100,completed,2023-12-31,2024-03-04,2024-04-08,2024-06-19,2024-06-12,IMG_W00380,True
W00381,MP002,Karnataka,Bengaluru,2023-24,e-Library,"e-Library at ward 12, Bengaluru",IA030,V059,1527000,0,0,0,sanctioned,2025-12-31,2026-03-02,,,,,False
W00382,MP014,Tamil Nadu,Salem,2024-25,Solar street lights,"Solar street lights at ward 34, Salem",IA003,V018,276000,269000,265000,100,completed,2025-06-12,2025-07-16,2025-08-23,2025-11-05,2026-03-28,IMG_W00382,True
W00383,MP015,Karnataka,Mysuru,2023-24,CC road / paver block,"CC road / paver block at ward 1, Mysuru",IA033,V054,2264000,0,0,0,sanctioned,2025-08-02,2025-09-03,,,,,False
W00384,MP006,Tamil Nadu,Salem,2024-25,Public toilet block,"Public toilet block at ward 15, Salem",IA009,V024,2496642,4494000,2996000,74,in_progress,2024-10-01,2024-11-14,2024-12-15,2025-06-13,,,False
W00385,MP011,Tamil Nadu,Chennai,2024-25,e-Library,"e-Library at ward 35, Chennai",IA027,V050,2496156,2322000,1220000,100,completed,2025-09-05,2025-11-16,2025-12-07,2026-04-20,2026-06-14,IMG_W00385,True
W00386,MP010,Tamil Nadu,Trichy,2025-26,CC road / paver block,"CC road / paver block at ward 10, Trichy",IA024,V022,523000,483000,458000,100,completed,2025-06-04,2025-07-24,2025-08-20,2025-12-27,2025-11-17,IMG_W00386,True
W00387,MP025,Maharashtra,Nashik,2025-26,School classroom block,"School classroom block at ward 16, Nashik",IA015,V060,1999000,1732000,1669000,100,completed,2026-01-17,2026-02-20,2026-03-18,2026-07-23,2026-07-17,IMG_W00387,True
W00388,MP004,Maharashtra,Nashik,2023-24,Culvert / drainage,"Culvert / drainage at ward 17, Nashik",IA028,V016,910000,317000,250000,35,in_progress,2024-01-26,2024-04-06,2024-04-23,2024-11-09,,,False
W00389,MP014,Maharashtra,Thane,2025-26,Solar street lights,"Solar street lights at ward 2, Pune",IA034,V059,884000,753000,599000,82,in_progress,2024-05-19,2024-08-06,2024-09-07,2025-02-28,,,False
W00390,MP009,Tamil Nadu,Coimbatore,2024-25,e-Library,"e-Library at ward 38, Coimbatore",IA014,V047,1445000,1317000,1244000,100,completed,2025-01-20,2025-03-15,2025-04-28,2025-10-02,2026-02-04,IMG_W00390,True
W00391,MP005,Maharashtra,Pune,2023-24,e-Library,"e-Library at ward 31, Pune",IA019,V011,1791000,1587000,1585000,100,completed,2024-04-07,2024-06-15,2024-07-13,2024-09-26,2024-11-22,IMG_W00391,True
W00392,MP018,Maharashtra,Thane,2023-24,Solar street lights,"Solar street lights at ward 17, Chennai",IA034,V059,2496728,2480000,615000,100,completed,2025-09-22,2025-12-11,2026-01-04,2026-06-17,2026-04-06,,False
W00393,MP001,Karnataka,Mysuru,2025-26,Solar street lights,"Solar street lights at ward 12, Mysuru",IA019,V005,499000,436000,430000,100,completed,2026-01-24,2026-03-28,2026-05-05,2026-11-16,2026-10-18,IMG_W00393,True
W00394,MP020,Maharashtra,Thane,2024-25,Public toilet block,"Public toilet block at ward 26, Belagavi",IA034,V059,2497413,4495000,2997000,0,sanctioned,2023-10-05,2024-01-02,,,,,False
W00395,MP004,Maharashtra,Pune,2023-24,Public toilet block,"Public toilet block at ward 4, Pune",IA022,V017,268000,281000,279000,100,completed,2026-01-10,2026-02-14,2026-03-04,2026-04-10,2026-08-16,IMG_W00395,True
W00396,MP020,Maharashtra,Thane,2025-26,Public toilet block,"Public toilet block at ward 8, Thane",IA017,V051,642000,631000,580000,100,completed,2025-08-05,2025-09-28,2025-10-18,2026-01-24,2025-12-27,IMG_W00396,True
W00397,MP001,Karnataka,Hubli,2024-25,Public toilet block,"Public toilet block at ward 27, Hubli",IA001,V042,835000,848000,793000,100,completed,2025-12-28,2026-02-19,2026-03-07,2026-05-21,2026-08-19,IMG_W00397,True
W00398,MP001,Maharashtra,Nashik,2023-24,School classroom block,"School classroom block at ward 11, Nashik",IA038,V025,2626000,668000,557000,29,in_progress,2025-07-29,2025-10-22,2025-11-19,2026-02-20,,,False
W00399,MP010,Karnataka,Hubli,2024-25,Solar street lights,"Solar street lights at ward 26, Hubli",IA020,V059,647000,229000,222000,34,in_progress,2023-05-15,2023-08-06,2023-09-06,2023-11-26,,,False
W00400,MP009,Maharashtra,Pune,2025-26,e-Library,"e-Library at ward 3, Pune",IA004,V042,1023000,346000,286000,31,in_progress,2024-10-27,2024-11-26,2024-12-26,2025-05-16,,,False
W00401,MP019,Maharashtra,Thane,2025-26,Community hall,"Community hall at ward 8, Madurai",IA034,V059,1540846,583000,512000,44,in_progress,2025-04-22,2025-06-25,2025-07-31,2025-11-22,,,False
W00402,MP008,Maharashtra,Thane,2025-26,School classroom block,"School classroom block at ward 19, Thane",IA004,V024,1852720,1933000,1804000,100,completed,2024-09-26,2024-12-04,2025-01-05,2025-04-08,2025-06-02,IMG_W00402,True
W00403,MP008,Tamil Nadu,Coimbatore,2023-24,School classroom block,"School classroom block at ward 23, Coimbatore",IA035,V058,1138610,1181000,1072000,100,completed,2023-04-04,2023-07-03,2023-07-29,2023-12-28,2023-11-02,IMG_W00403,True
W00404,MP009,Maharashtra,Nagpur,2024-25,School classroom block,"School classroom block at ward 30, Nagpur",IA022,V007,956789,385000,274000,44,in_progress,2024-07-09,2024-09-18,2024-10-30,2025-03-04,,,False
W00405,MP008,Karnataka,Mysuru,2023-24,CC road / paver block,"CC road / paver block at ward 29, Mysuru",IA006,V030,1948980,2013000,1988000,100,completed,2025-12-15,2026-02-28,2026-04-13,2026-09-19,2026-12-30,IMG_W00405,True
W00406,MP003,Tamil Nadu,Salem,2024-25,Solar street lights,"Solar street lights at ward 21, Salem",IA005,V055,538949,521000,503000,100,completed,2024-08-25,2024-09-30,2024-11-04,2024-12-25,2025-07-12,IMG_W00406,True
